584.839	6.64903
573.106	-0.382452
585.025	0.535021
554.936	-0.23384
432.667	0.0882878
573.053	-0.107885
515.18	0.223179
594.244	-0.09746
510.476	0.520132
432.37	-0.298774
441.229	0.0961309
573.51	0.143234
560.702	-0.196413
473.658	-0.19083
355.23	9.5134
437.895	18.8498
544.896	-0.744465
535.95	0.528744
606.099	0.279352
407.655	-0.217394
515.939	-0.292401
508.436	-0.140096
467.912	-0.54691
474.415	0.294233
405.125	-0.239723
577.955	0.30302
462.916	-0.514545
564.593	0.472646
450.104	0.0161656
433.69	-0.0991783
434.893	0.122046
471.618	0.386581
491.855	0.135554
453.525	2.77207
472.942	-0.2052
469.974	0.125422
444.081	-0.0356064
551.828	-0.451029
417.258	-0.2388
585.422	0.367844
404.268	-0.580038
578.605	0.262472
591.876	-0.40894
550.802	0.413922
471.719	0.832419
479.918	-0.125404
568.399	-0.301837
613.921	0.193725
453.347	0.128008
587.404	0.118454
455.355	1.27149
443.781	-0.107782
466.317	-0.194689
555.132	-0.713238
417.735	0.219553
549.153	-0.544636
584.236	-0.352623
461.404	0.281548
474.691	-0.201995
435.907	-0.422134
515.287	0.414017
387.36	0.113368
474.439	0.182078
423.05	-0.243469
549.834	0.201538
582.365	-0.402615
547.205	0.145495
594.094	-0.174553
462.341	0.977827
565.983	-0.0527949
530.614	0.09516
456.369	0.676174
394.146	0.252721
594.842	-0.432553
410.157	0.627984
540.821	-0.255279
588.013	-0.35144
455.755	0.0622175
611.455	0.220323
505.979	-0.404618
559.573	-0.00908524
365.286	0.360848
457.375	-0.203745
494.926	-0.127682
397.7	0.128381
460.051	0.324064
588.899	0.262001
410.659	0.22959
514.996	-0.328022
417.003	-0.306948
444.724	0.990158
519.5	0.33153
534.112	0.469596
447.722	2.03553
433.271	0.180866
413.494	-0.218929
457.248	0.190564
466.141	0.602601
402.199	-0.335945
573.954	-0.170193
559.924	-0.348152
558.121	0.75205
482.073	14.5223
550.98	0.107962
564.111	4.40985
484.091	-0.0491461
579.872	0.3405
495.116	-0.094876
489.489	0.00842222
475.007	-0.453482
453.089	-0.0964441
366.599	-0.241257
487.31	-0.0980882
410.21	-0.0932562
423.363	15.3273
466.38	1.36707
541.344	0.0301726
548.201	-0.120188
549.049	0.339685
434.724	-0.293673
568.296	0.0879001
613.009	0.617824
419.593	-0.0105301
627.823	-0.605384
553.565	-0.133177
464.288	0.482738
523.589	0.0704515
424.789	0.665808
496.639	0.0708164
606.815	0.0325467
494.515	-0.128277
403.814	0.403851
520.602	-0.360641
460.957	0.238853
422.073	-0.180183
468.031	-0.11986
480.885	0.780653
461.367	0.229981
580.166	-0.0658984
572.491	0.206263
538.037	0.0825837
584.608	0.0892436
461.078	-0.476995
479.764	-0.443948
422.961	-0.457379
396.019	-0.27019
545.104	0.359443
547.678	0.0764915
507.061	0.251218
453.603	-0.152699
448.501	-0.0161941
567.943	0.174552
412.169	-0.533776
500.019	0.15256
490.682	0.704933
426.51	-0.107949
371.176	0.229038
598.676	-0.0166134
491.812	0.0148839
420.943	-0.271727
569.341	-0.0108928
480.947	-0.0620362
456.137	0.51808
602.923	-0.153844
479.145	5.46799
545.385	0.158884
503.612	-0.401418
513.566	-0.167078
468.175	-0.32234
539.945	-0.225799
495.777	0.26584
549.303	0.883899
478.628	0.402125
465.438	0.25492
486.481	0.476009
587.227	-0.129922
469.571	-0.0221212
516.905	0.331965
590.872	-0.418836
638.537	0.593063
638.628	-0.133454
481.455	4.34746
443.462	0.993274
411.269	0.216286
527.321	0.459732
414.649	-0.113964
543.544	-0.0746353
633.648	-0.378671
450.048	1.6384
569.535	0.2038
485.463	0.266605
542.233	-0.279594
533.921	-0.190709
472.073	0.278675
510.312	-0.020209
529.411	0.177738
470.575	-0.151758
450.95	0.468292
371.294	-0.573466
578.502	16.0167
360.597	0.280507
545.378	-0.378361
478.602	0.126406
590.2	0.210668
403.915	1.32554
550.968	0.120549
527.256	-0.199887
591.558	0.223448
569.669	0.559396
460.736	1.56732
452.015	1.11109
555.573	0.0460228
540.921	-0.0409406
607.518	-0.0515394
448.396	0.0213789
512.272	0.237051
410.126	0.12255
385.243	-0.182824
461.254	1.27453
401.837	0.0877099
442.022	-0.415105
565.415	-0.509459
485.778	0.208452
481.016	-0.267819
482.765	0.0292618
582.771	-0.403101
428.77	5.72978
613.438	2.28634
482.039	0.316735
481.142	0.00870512
516.324	-0.647604
525.141	-0.243955
636.043	0.0231912
567.282	0.23557
429.832	0.29627
544.004	-0.244982
460.886	12.4309
426.053	0.39798
600.364	-0.155079
492.825	0.251149
531.377	0.650512
539.061	0.013476
464.805	0.340686
462.33	-0.122785
407.336	-0.0390338
398.018	-0.119728
496.938	-0.111451
471.902	0.293074
451.189	0.305315
511.516	0.0306348
571.02	-0.313014
493.911	-0.0160284
421.598	3.66919
377.842	0.651688
489.916	-0.11666
546.528	3.02599
527.664	-0.124702
419.93	0.427108
532.652	0.271564
495.238	-0.156412
604.287	0.179267
502.286	0.105113
630.414	-0.0263809
398.536	0.116429
418.679	0.169185
421.874	-0.0398951
393.56	0.113876
601.975	-0.0508355
468.412	-0.452851
490.324	-0.61484
530.53	-0.0570804
571.253	-0.232776
464.539	0.508292
415.071	-0.11201
454.212	0.904378
531.083	-0.0221781
544.905	-0.253589
510.027	0.0720742
524.495	0.30356
620.982	-0.169815
486.541	-0.00179328
467.411	-0.470999
432.417	-0.246818
531.586	-0.420347
553.494	-0.0621591
475.704	-0.500136
414.402	-0.471657
398.017	0.184719
464.066	1.36612
567.859	-0.328595
518.09	-0.0904011
571.899	-0.316633
476.067	0.0643806
543.552	-0.139929
525.416	-0.13748
500.348	0.0275216
416.886	0.469196
609.007	-0.217491
423.844	0.413108
512.752	-0.209223
438.62	0.321308
498.965	-0.0585406
466.302	0.118582
387.227	1.70443
454.108	0.296844
509.488	-0.35559
547.328	-0.384282
397.017	0.135831
471.25	-0.154192
507.983	0.860404
462.845	0.510791
566.062	-0.546357
546.857	-0.0999132
572.588	-0.226327
525.369	0.0117359
533.638	0.189502
439.973	0.159038
448.75	0.571913
472.35	2.15095
495.104	0.57425
583.761	0.238291
406.152	0.0405352
464.127	-0.507631
498.06	0.348504
504.194	-0.116225
495.322	-0.0112257
411.66	-0.473541
592.14	0.150766
621.036	-0.751883
426.158	0.377552
379.204	0.00809169
410.536	0.440204
572.712	0.0995773
497.371	0.202616
599.657	-0.461304
450.181	0.187962
455.287	0.185657
477.212	0.422332
464.812	0.434004
529.456	0.0614546
473.336	-0.521082
513.008	-0.346936
446.583	-0.480287
503.758	-0.0523132
522.81	0.418054
618.861	0.153857
466.578	0.943213
456.682	-0.118723
606.422	-0.0957303
366.34	0.203751
406.857	0.129511
566.766	-0.209543
479.481	-0.333943
558.407	3.33341
589.009	0.0406528
481.962	-0.0568167
417.446	0.244093
493.023	-0.524836
497.112	0.356358
631.258	0.234349
402.843	0.333577
466.72	0.517142
461.072	0.282552
501.089	0.373708
527.14	-0.149068
521.805	0.302175
482.729	-0.328143
469.692	-0.153254
506.262	-0.0589927
473.922	0.33213
603.092	0.218991
489.015	0.16978
577.299	0.243928
471.882	0.396042
465.596	0.0120359
462.4	0.218515
541.047	-0.101234
511.333	0.237558
463.487	-0.413965
542.986	-0.469999
544.007	0.178879
553.14	-0.14986
500.079	-0.0636694
534.566	13.8826
482.004	0.427627
428.86	0.0612994
485.995	-0.0627818
478.787	0.182564
470.376	-0.122788
447.91	-0.647379
537.483	-0.253497
392.184	0.0520959
460.701	-0.389686
456.314	-0.807203
432.166	0.119598
450.292	-0.21119
443.36	-0.000651899
399.417	0.026502
371.835	-0.0589999
495.225	0.328282
512.056	0.355357
475.151	-0.092519
